OFFSETS ,"['31.28', '54.02', '0.01']"
OFFSETS ,"['25.92', '29.32', '40.50']"
GREENS ,"['40.61', '45.87', '3.94', '55.38']"
LAST_GREENS ,"['19.89', '17.19', '13.62']"
RESULTS:,10.46,9.75,7.33

OFFSETS ,"['26.29', '41.99', '40.41']"
GREENS ,"['43.17', '46.95', '13.74', '55.30']"
LAST_GREENS ,"['17.33', '6.31', '13.70']"
RESULTS:,20.98,35.92,48.50

OFFSETS ,"['55.04', '42.46', '40.02']"
GREENS ,"['59.72', '37.21', '3.82', '52.50']"
LAST_GREENS ,"['0.78', '25.97', '16.50']"
RESULTS:,16.48,12.38,12.33

OFFSETS ,"['25.92', '30.57', '40.41']"
GREENS ,"['25.38', '45.75', '3.40', '54.12']"
LAST_GREENS ,"['35.12', '17.84', '14.88']"
RESULTS:,10.35,9.42,8.00

OFFSETS ,"['25.92', '41.94', '40.41']"
GREENS ,"['58.02', '45.82', '13.59', '55.55']"
LAST_GREENS ,"['2.48', '7.59', '13.45']"
RESULTS:,22.77,32.82,48.00

OFFSETS ,"['25.42', '29.10', '40.24']"
GREENS ,"['50.28', '47.26', '4.51', '55.32']"
LAST_GREENS ,"['10.22', '15.22', '13.68']"
RESULTS:,12.89,12.92,14.50

OFFSETS ,"['26.29', '29.44', '40.46']"
GREENS ,"['53.34', '45.81', '3.94', '55.44']"
LAST_GREENS ,"['7.16', '17.26', '13.56']"
RESULTS:,10.83,10.03,7.67

OFFSETS ,"['25.92', '30.94', '40.72']"
GREENS ,"['53.34', '46.98', '3.32', '55.44']"
LAST_GREENS ,"['7.16', '16.70', '13.56']"
RESULTS:,11.95,11.35,8.00

OFFSETS ,"['25.92', '30.06', '40.41']"
GREENS ,"['25.38', '45.91', '3.40', '54.12']"
LAST_GREENS ,"['35.12', '17.68', '14.88']"
RESULTS:,9.77,8.77,7.67

OFFSETS ,"['25.92', '41.87', '40.50']"
GREENS ,"['40.61', '47.04', '3.64', '55.38']"
LAST_GREENS ,"['19.89', '16.32', '13.62']"
RESULTS:,11.98,11.39,9.00

OFFSETS ,"['25.92', '30.58', '40.41']"
GREENS ,"['25.38', '36.68', '3.39', '54.12']"
LAST_GREENS ,"['35.12', '26.93', '14.88']"
RESULTS:,16.27,12.48,13.67

OFFSETS ,"['27.57', '41.88', '40.41']"
GREENS ,"['39.81', '46.98', '3.93', '55.34']"
LAST_GREENS ,"['20.69', '16.09', '13.66']"
RESULTS:,11.66,10.97,10.33

OFFSETS ,"['25.92', '29.10', '40.41']"
GREENS ,"['52.31', '46.98', '3.37', '55.60']"
LAST_GREENS ,"['8.19', '16.65', '13.40']"
RESULTS:,12.65,11.95,7.67

OFFSETS ,"['25.92', '30.11', '40.50']"
GREENS ,"['40.76', '47.00', '3.94', '55.45']"
LAST_GREENS ,"['19.74', '16.06', '13.55']"
RESULTS:,10.81,10.37,7.67

OFFSETS ,"['25.92', '29.44', '40.41']"
GREENS ,"['40.61', '45.75', '3.92', '55.38']"
LAST_GREENS ,"['19.89', '17.33', '13.62']"
RESULTS:,10.44,9.58,7.67

OFFSETS ,"['25.91', '30.06', '40.46']"
GREENS ,"['40.61', '45.91', '3.92', '55.38']"
LAST_GREENS ,"['19.89', '17.18', '13.62']"
RESULTS:,10.48,9.56,7.67

OFFSETS ,"['25.92', '29.32', '40.41']"
GREENS ,"['40.61', '45.87', '3.61', '55.38']"
LAST_GREENS ,"['19.89', '17.52', '13.62']"
RESULTS:,10.57,9.70,8.00

OFFSETS ,"['25.92', '29.29', '40.50']"
GREENS ,"['40.62', '45.87', '3.94', '55.38']"
LAST_GREENS ,"['19.88', '17.19', '13.62']"
RESULTS:,10.46,9.75,7.33

OFFSETS ,"['25.92', '30.06', '40.41']"
GREENS ,"['26.42', '45.91', '3.40', '54.10']"
LAST_GREENS ,"['34.08', '17.68', '14.90']"
RESULTS:,9.77,8.77,7.67

OFFSETS ,"['25.92', '30.06', '40.41']"
GREENS ,"['40.76', '45.95', '3.40', '55.44']"
LAST_GREENS ,"['19.74', '17.65', '13.56']"
RESULTS:,10.02,9.20,7.67

OFFSETS ,"['25.95', '29.33', '40.50']"
GREENS ,"['40.92', '46.99', '3.32', '55.45']"
LAST_GREENS ,"['19.58', '16.69', '13.55']"
RESULTS:,11.49,10.51,7.33

OFFSETS ,"['25.92', '30.05', '40.41']"
GREENS ,"['26.42', '45.91', '3.40', '54.10']"
LAST_GREENS ,"['34.08', '17.68', '14.90']"
RESULTS:,9.77,8.77,7.67

OFFSETS ,"['25.92', '29.10', '40.63']"
GREENS ,"['50.38', '46.85', '3.48', '55.56']"
LAST_GREENS ,"['10.12', '16.66', '13.44']"
RESULTS:,12.65,11.95,7.67

OFFSETS ,"['49.90', '43.10', '40.44']"
GREENS ,"['42.35', '45.76', '6.87', '54.67']"
LAST_GREENS ,"['18.15', '14.37', '14.33']"
RESULTS:,14.18,14.13,16.00

OFFSETS ,"['21.98', '30.06', '40.12']"
GREENS ,"['49.55', '45.90', '3.40', '54.19']"
LAST_GREENS ,"['10.95', '17.70', '14.81']"
RESULTS:,10.72,9.67,7.67

OFFSETS ,"['25.92', '30.00', '39.00']"
GREENS ,"['40.75', '47.00', '3.64', '54.19']"
LAST_GREENS ,"['19.75', '16.37', '14.81']"
RESULTS:,11.83,10.97,7.67

OFFSETS ,"['25.92', '30.57', '41.95']"
GREENS ,"['25.45', '45.75', '3.41', '54.12']"
LAST_GREENS ,"['35.05', '17.84', '14.88']"
RESULTS:,10.63,9.63,8.00

OFFSETS ,"['25.92', '29.25', '40.41']"
GREENS ,"['40.62', '47.00', '3.61', '55.44']"
LAST_GREENS ,"['19.88', '16.39', '13.56']"
RESULTS:,12.65,11.95,7.67

OFFSETS ,"['25.13', '30.53', '40.41']"
GREENS ,"['42.62', '46.85', '3.50', '54.12']"
LAST_GREENS ,"['17.88', '16.65', '14.88']"
RESULTS:,11.84,10.99,7.67

OFFSETS ,"['25.95', '29.33', '40.50']"
GREENS ,"['40.92', '46.98', '3.32', '55.45']"
LAST_GREENS ,"['19.58', '16.70', '13.55']"
RESULTS:,11.49,10.51,7.33

OFFSETS ,"['25.92', '30.06', '40.41']"
GREENS ,"['25.79', '45.90', '3.40', '55.48']"
LAST_GREENS ,"['34.71', '17.69', '13.52']"
RESULTS:,10.02,9.20,7.67

OFFSETS ,"['25.92', '30.57', '40.41']"
GREENS ,"['40.61', '45.75', '3.40', '55.38']"
LAST_GREENS ,"['19.89', '17.86', '13.62']"
RESULTS:,9.82,8.94,7.67

OFFSETS ,"['25.92', '30.06', '40.41']"
GREENS ,"['41.23', '45.91', '3.40', '54.12']"
LAST_GREENS ,"['19.27', '17.68', '14.88']"
RESULTS:,9.77,8.77,7.67

OFFSETS ,"['41.86', '29.68', '40.44']"
GREENS ,"['25.87', '45.91', '2.83', '54.12']"
LAST_GREENS ,"['34.63', '18.26', '14.88']"
RESULTS:,9.33,8.49,8.00

OFFSETS ,"['25.92', '29.32', '40.50']"
GREENS ,"['40.61', '45.87', '4.00', '54.16']"
LAST_GREENS ,"['19.89', '17.13', '14.84']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['25.92', '30.06', '45.39']"
GREENS ,"['58.78', '43.83', '3.40', '54.11']"
LAST_GREENS ,"['1.72', '19.77', '14.89']"
RESULTS:,10.91,9.46,8.00

OFFSETS ,"['25.92', '29.32', '40.50']"
GREENS ,"['40.58', '45.87', '3.95', '54.17']"
LAST_GREENS ,"['19.92', '17.18', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.50', '30.06', '40.41']"
GREENS ,"['25.99', '45.77', '2.84', '54.12']"
LAST_GREENS ,"['34.51', '18.39', '14.88']"
RESULTS:,9.56,8.66,7.33

OFFSETS ,"['25.92', '29.29', '40.50']"
GREENS ,"['25.47', '45.91', '3.41', '55.38']"
LAST_GREENS ,"['35.03', '17.68', '13.62']"
RESULTS:,10.57,9.70,8.00

OFFSETS ,"['25.92', '42.23', '40.41']"
GREENS ,"['52.64', '46.97', '3.37', '43.04']"
LAST_GREENS ,"['7.86', '16.65', '25.96']"
RESULTS:,24.35,18.54,18.33

OFFSETS ,"['26.29', '30.06', '40.41']"
GREENS ,"['41.78', '45.91', '3.42', '54.11']"
LAST_GREENS ,"['18.72', '17.68', '14.89']"
RESULTS:,9.70,8.76,7.67

OFFSETS ,"['43.11', '43.00', '40.44']"
GREENS ,"['27.54', '45.76', '3.43', '54.12']"
LAST_GREENS ,"['32.96', '17.81', '14.88']"
RESULTS:,8.65,8.05,9.67

OFFSETS ,"['41.91', '42.16', '40.44']"
GREENS ,"['42.34', '46.86', '2.83', '54.12']"
LAST_GREENS ,"['18.16', '17.31', '14.88']"
RESULTS:,9.01,8.48,8.33

OFFSETS ,"['25.92', '29.33', '40.46']"
GREENS ,"['40.57', '45.87', '3.90', '54.17']"
LAST_GREENS ,"['19.93', '17.23', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.54', '43.00', '40.44']"
GREENS ,"['25.87', '45.91', '2.83', '54.12']"
LAST_GREENS ,"['34.63', '18.26', '14.88']"
RESULTS:,8.24,7.68,8.67

OFFSETS ,"['41.86', '30.53', '40.41']"
GREENS ,"['25.99', '45.77', '3.41', '54.12']"
LAST_GREENS ,"['34.51', '17.83', '14.88']"
RESULTS:,9.60,8.77,7.67

OFFSETS ,"['33.96', '30.11', '40.50']"
GREENS ,"['37.17', '38.86', '3.61', '54.17']"
LAST_GREENS ,"['23.33', '24.53', '14.83']"
RESULTS:,12.21,9.86,10.33

OFFSETS ,"['25.60', '42.52', '40.44']"
GREENS ,"['41.71', '45.87', '2.78', '54.12']"
LAST_GREENS ,"['18.79', '18.35', '14.88']"
RESULTS:,9.49,8.70,8.67

OFFSETS ,"['42.52', '43.00', '40.41']"
GREENS ,"['41.36', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.14', '18.30', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.54', '42.81', '40.44']"
GREENS ,"['27.20', '45.91', '3.44', '54.12']"
LAST_GREENS ,"['33.30', '17.65', '14.88']"
RESULTS:,8.79,8.24,9.00

OFFSETS ,"['43.66', '43.34', '40.44']"
GREENS ,"['22.37', '45.75', '3.93', '54.12']"
LAST_GREENS ,"['38.13', '17.31', '14.88']"
RESULTS:,9.62,8.91,8.00

OFFSETS ,"['42.54', '43.00', '40.44']"
GREENS ,"['25.88', '45.90', '2.86', '54.12']"
LAST_GREENS ,"['34.62', '18.24', '14.88']"
RESULTS:,8.24,7.68,8.67

OFFSETS ,"['42.51', '48.64', '40.41']"
GREENS ,"['40.29', '46.04', '2.83', '54.12']"
LAST_GREENS ,"['20.21', '18.13', '14.88']"
RESULTS:,10.30,9.09,10.00

OFFSETS ,"['42.52', '43.00', '40.44']"
GREENS ,"['23.77', '45.76', '2.80', '54.12']"
LAST_GREENS ,"['36.73', '18.45', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['41.86', '29.71', '40.44']"
GREENS ,"['25.87', '45.91', '2.83', '54.12']"
LAST_GREENS ,"['34.63', '18.26', '14.88']"
RESULTS:,9.33,8.49,8.00

OFFSETS ,"['42.54', '30.49', '40.41']"
GREENS ,"['26.27', '45.93', '2.83', '55.45']"
LAST_GREENS ,"['34.23', '18.25', '13.55']"
RESULTS:,9.49,8.86,7.67

OFFSETS ,"['42.50', '30.53', '40.41']"
GREENS ,"['26.11', '45.77', '2.84', '54.12']"
LAST_GREENS ,"['34.39', '18.39', '14.88']"
RESULTS:,9.54,8.74,7.67

OFFSETS ,"['26.06', '29.70', '40.44']"
GREENS ,"['40.57', '45.87', '3.87', '54.12']"
LAST_GREENS ,"['19.93', '17.26', '14.88']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.54', '43.00', '40.44']"
GREENS ,"['25.90', '45.90', '2.83', '54.00']"
LAST_GREENS ,"['34.60', '18.27', '15.00']"
RESULTS:,8.24,7.68,8.67

OFFSETS ,"['43.66', '43.00', '40.41']"
GREENS ,"['40.31', '45.90', '2.82', '54.12']"
LAST_GREENS ,"['20.19', '18.28', '14.88']"
RESULTS:,8.28,7.63,10.00

OFFSETS ,"['42.50', '30.03', '40.41']"
GREENS ,"['25.99', '45.72', '2.84', '54.13']"
LAST_GREENS ,"['34.51', '18.44', '14.87']"
RESULTS:,9.56,8.66,7.33

OFFSETS ,"['42.87', '24.77', '40.41']"
GREENS ,"['25.39', '45.77', '3.48', '54.11']"
LAST_GREENS ,"['35.11', '17.75', '14.89']"
RESULTS:,11.21,10.23,7.67

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['41.24', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.26', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['25.92', '29.32', '40.50']"
GREENS ,"['40.61', '45.87', '4.00', '54.16']"
LAST_GREENS ,"['19.89', '17.13', '14.84']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['26.72', '42.53', '40.41']"
GREENS ,"['40.66', '45.87', '2.80', '54.12']"
LAST_GREENS ,"['19.84', '18.33', '14.88']"
RESULTS:,8.91,8.09,9.67

OFFSETS ,"['43.66', '42.89', '40.41']"
GREENS ,"['22.73', '45.75', '2.82', '54.12']"
LAST_GREENS ,"['37.77', '18.42', '14.88']"
RESULTS:,8.24,7.60,9.33

OFFSETS ,"['41.86', '30.06', '40.44']"
GREENS ,"['26.63', '45.91', '2.83', '54.12']"
LAST_GREENS ,"['33.87', '18.26', '14.88']"
RESULTS:,9.26,8.45,7.67

OFFSETS ,"['41.86', '30.04', '40.44']"
GREENS ,"['25.87', '45.91', '2.83', '54.12']"
LAST_GREENS ,"['34.63', '18.26', '14.88']"
RESULTS:,9.26,8.45,7.67

OFFSETS ,"['42.25', '43.00', '40.50']"
GREENS ,"['25.90', '45.90', '2.83', '54.00']"
LAST_GREENS ,"['34.60', '18.27', '15.00']"
RESULTS:,8.36,7.64,10.33

OFFSETS ,"['42.52', '43.06', '40.41']"
GREENS ,"['25.97', '45.90', '2.79', '54.12']"
LAST_GREENS ,"['34.53', '18.31', '14.88']"
RESULTS:,8.24,7.68,8.67

OFFSETS ,"['42.54', '30.05', '40.41']"
GREENS ,"['41.70', '45.77', '3.49', '54.12']"
LAST_GREENS ,"['18.80', '17.73', '14.88']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['42.92', '30.04', '40.41']"
GREENS ,"['26.31', '45.75', '3.48', '54.12']"
LAST_GREENS ,"['34.19', '17.77', '14.88']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['25.92', '30.05', '40.44']"
GREENS ,"['40.57', '45.87', '2.82', '54.17']"
LAST_GREENS ,"['19.93', '18.31', '14.83']"
RESULTS:,9.76,8.65,7.67

OFFSETS ,"['25.92', '29.33', '40.46']"
GREENS ,"['40.57', '45.87', '3.91', '54.12']"
LAST_GREENS ,"['19.93', '17.21', '14.88']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['41.86', '42.55', '40.44']"
GREENS ,"['25.64', '45.90', '2.83', '54.12']"
LAST_GREENS ,"['34.86', '18.27', '14.88']"
RESULTS:,9.63,8.93,9.00

OFFSETS ,"['25.92', '29.32', '40.50']"
GREENS ,"['25.90', '45.87', '2.85', '54.16']"
LAST_GREENS ,"['34.60', '18.28', '14.84']"
RESULTS:,10.38,9.24,7.67

OFFSETS ,"['41.91', '30.12', '40.41']"
GREENS ,"['25.99', '45.72', '2.86', '54.12']"
LAST_GREENS ,"['34.51', '18.42', '14.88']"
RESULTS:,9.26,8.45,7.67

OFFSETS ,"['42.87', '30.12', '40.41']"
GREENS ,"['26.31', '45.77', '3.47', '54.17']"
LAST_GREENS ,"['34.19', '17.76', '14.83']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['42.50', '30.03', '40.41']"
GREENS ,"['41.47', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.03', '18.30', '14.88']"
RESULTS:,9.56,8.66,7.33

OFFSETS ,"['25.92', '28.97', '40.51']"
GREENS ,"['40.61', '45.87', '4.04', '54.16']"
LAST_GREENS ,"['19.89', '17.10', '14.84']"
RESULTS:,9.81,8.64,7.67

OFFSETS ,"['26.19', '30.07', '40.41']"
GREENS ,"['40.58', '45.87', '3.95', '54.13']"
LAST_GREENS ,"['19.92', '17.18', '14.87']"
RESULTS:,9.77,8.77,7.67

OFFSETS ,"['42.29', '29.32', '40.50']"
GREENS ,"['41.36', '45.87', '2.76', '54.16']"
LAST_GREENS ,"['19.14', '18.37', '14.84']"
RESULTS:,9.31,8.52,7.67

OFFSETS ,"['42.33', '29.41', '40.41']"
GREENS ,"['41.24', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.26', '18.30', '14.88']"
RESULTS:,10.28,9.38,7.33

OFFSETS ,"['42.52', '43.02', '40.44']"
GREENS ,"['25.44', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['35.06', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.87', '30.22', '40.41']"
GREENS ,"['26.31', '45.77', '2.85', '54.12']"
LAST_GREENS ,"['34.19', '18.37', '14.88']"
RESULTS:,9.37,8.51,7.33

OFFSETS ,"['42.52', '43.02', '40.44']"
GREENS ,"['25.44', '45.90', '2.84', '54.12']"
LAST_GREENS ,"['35.06', '18.26', '14.88']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.88', '42.54', '40.41']"
GREENS ,"['41.36', '45.90', '3.47', '54.12']"
LAST_GREENS ,"['19.14', '17.63', '14.88']"
RESULTS:,8.79,8.24,9.00

OFFSETS ,"['41.86', '29.93', '40.41']"
GREENS ,"['25.70', '45.90', '2.83', '54.12']"
LAST_GREENS ,"['34.80', '18.27', '14.88']"
RESULTS:,9.45,8.51,8.33

OFFSETS ,"['42.49', '30.12', '40.41']"
GREENS ,"['26.33', '45.77', '2.86', '54.12']"
LAST_GREENS ,"['34.17', '18.37', '14.88']"
RESULTS:,9.56,8.66,7.33

OFFSETS ,"['42.61', '29.33', '40.41']"
GREENS ,"['41.61', '45.87', '4.00', '54.12']"
LAST_GREENS ,"['18.89', '17.13', '14.88']"
RESULTS:,10.34,9.53,7.67

OFFSETS ,"['42.70', '30.22', '40.41']"
GREENS ,"['26.70', '45.87', '2.85', '54.12']"
