OFFSETS ,"['21.03', '59.20', '7.74']"
OFFSETS ,"['48.12', '29.25', '36.45']"
GREENS ,"['36.56', '36.82', '62.05', '63.39']"
LAST_GREENS ,['-1.00']
RESULTS:,10000000.00,10000000.00,10000000.00

OFFSETS ,"['43.06', '12.03', '45.48']"
GREENS ,"['42.34', '6.86', '27.73', '19.45']"
LAST_GREENS ,"['18.16', '32.42', '49.55']"
RESULTS:,233.52,121.42,117.67

OFFSETS ,"['26.16', '1.27', '41.02']"
GREENS ,"['41.15', '45.91', '13.70', '60.59']"
LAST_GREENS ,"['19.35', '7.39', '8.41']"
RESULTS:,34.84,45.38,49.50

OFFSETS ,"['55.90', '54.38', '19.87']"
GREENS ,"['4.01', '6.50', '26.02', '14.50']"
LAST_GREENS ,"['56.49', '34.48', '54.50']"
RESULTS:,303.08,128.37,116.33

OFFSETS ,"['72.62', '23.45', '51.26']"
GREENS ,"['24.98', '60.10', '5.70', '2.69']"
LAST_GREENS ,"['35.52', '1.20', '66.31']"
RESULTS:,61.23,92.44,52.00

OFFSETS ,"['42.67', '62.55', '4.49']"
GREENS ,"['8.03', '2.98', '58.00', '51.66']"
LAST_GREENS ,"['52.47', '6.02', '17.34']"
RESULTS:,66.97,133.53,128.67

OFFSETS ,"['0.86', '7.74', '17.47']"
GREENS ,"['48.14', '25.99', '7.07', '15.46']"
LAST_GREENS ,"['12.36', '33.95', '53.54']"
RESULTS:,194.09,80.33,70.00

OFFSETS ,"['72.62', '7.94', '17.46']"
GREENS ,"['24.98', '60.10', '5.70', '2.69']"
LAST_GREENS ,"['35.52', '1.20', '66.31']"
RESULTS:,64.36,93.03,53.67

OFFSETS ,"['25.92', '50.18', '40.41']"
GREENS ,"['24.79', '45.91', '13.70', '55.38']"
LAST_GREENS ,"['35.71', '7.39', '13.62']"
RESULTS:,38.76,42.86,47.50

OFFSETS ,"['72.62', '23.34', '51.28']"
GREENS ,"['24.98', '60.10', '5.70', '2.69']"
LAST_GREENS ,"['35.52', '1.20', '66.31']"
RESULTS:,61.23,92.44,52.00

OFFSETS ,"['67.76', '12.09', '44.91']"
GREENS ,"['48.90', '26.13', '11.08', '64.00']"
LAST_GREENS ,"['11.60', '29.79', '5.00']"
RESULTS:,90.04,68.96,87.33

OFFSETS ,"['26.16', '1.27', '41.02']"
GREENS ,"['41.15', '37.29', '13.70', '60.59']"
LAST_GREENS ,"['19.35', '16.01', '8.41']"
RESULTS:,45.79,38.99,49.33

OFFSETS ,"['0.33', '23.25', '61.21']"
GREENS ,"['48.14', '25.99', '7.07', '15.46']"
LAST_GREENS ,"['12.36', '33.95', '53.54']"
RESULTS:,201.47,84.51,77.33

OFFSETS ,"['25.92', '29.99', '10.92']"
GREENS ,"['53.41', '45.75', '11.05', '60.59']"
LAST_GREENS ,"['7.09', '10.19', '8.41']"
RESULTS:,34.57,36.03,46.50

OFFSETS ,"['28.88', '16.57', '0.01']"
GREENS ,"['18.30', '9.83', '6.19', '15.18']"
LAST_GREENS ,"['42.20', '50.98', '53.82']"
RESULTS:,269.94,113.89,110.00

OFFSETS ,"['25.91', '0.43', '10.92']"
GREENS ,"['53.41', '45.75', '11.04', '60.59']"
LAST_GREENS ,"['7.09', '10.20', '8.41']"
RESULTS:,42.32,42.45,48.00

OFFSETS ,"['45.47', '42.66', '22.58']"
GREENS ,"['26.09', '38.80', '25.47', '38.02']"
LAST_GREENS ,"['34.41', '2.73', '30.98']"
RESULTS:,54.38,65.06,50.50

OFFSETS ,"['26.16', '30.06', '41.02']"
GREENS ,"['41.18', '37.29', '13.70', '60.59']"
LAST_GREENS ,"['19.32', '16.01', '8.41']"
RESULTS:,37.73,29.73,47.67

OFFSETS ,"['25.91', '1.27', '41.02']"
GREENS ,"['25.91', '45.91', '13.70', '60.59']"
LAST_GREENS ,"['34.59', '7.39', '8.41']"
RESULTS:,33.78,45.15,49.50

OFFSETS ,"['27.27', '42.66', '23.80']"
GREENS ,"['59.95', '45.52', '25.47', '36.23']"
LAST_GREENS ,['-1.00']
RESULTS:,10000000.00,10000000.00,10000000.00

OFFSETS ,"['45.47', '30.43', '23.80']"
GREENS ,"['10.49', '38.84', '25.47', '36.10']"
LAST_GREENS ,"['50.01', '2.69', '32.90']"
RESULTS:,48.84,62.46,51.00

OFFSETS ,"['72.32', '1.40', '50.42']"
GREENS ,"['13.08', '57.72', '5.69', '2.68']"
LAST_GREENS ,"['47.42', '3.59', '66.32']"
RESULTS:,63.53,91.51,54.33

OFFSETS ,"['28.85', '16.22', '2.86']"
GREENS ,"['53.75', '46.40', '13.97', '2.16']"
LAST_GREENS ,"['6.75', '6.62', '66.84']"
RESULTS:,75.40,86.68,53.00

OFFSETS ,"['26.17', '31.37', '41.02']"
GREENS ,"['41.15', '45.94', '13.71', '60.59']"
LAST_GREENS ,"['19.35', '7.35', '8.41']"
RESULTS:,33.07,44.99,49.50

OFFSETS ,"['26.16', '1.27', '24.61']"
GREENS ,"['41.15', '46.87', '13.70', '60.59']"
LAST_GREENS ,"['19.35', '6.43', '8.41']"
RESULTS:,30.67,44.42,50.00

OFFSETS ,"['26.16', '3.05', '41.00']"
GREENS ,"['41.13', '45.91', '13.70', '60.59']"
LAST_GREENS ,"['19.37', '7.39', '8.41']"
RESULTS:,32.82,43.69,48.50

OFFSETS ,"['26.17', '3.35', '41.02']"
GREENS ,"['41.15', '45.91', '13.70', '60.59']"
LAST_GREENS ,"['19.35', '7.39', '8.41']"
RESULTS:,31.44,46.64,49.50

OFFSETS ,"['26.17', '6.89', '41.03']"
GREENS ,"['24.88', '45.91', '13.70', '62.79']"
LAST_GREENS ,"['35.62', '7.39', '6.21']"
RESULTS:,32.92,52.09,50.50

OFFSETS ,"['25.92', '29.81', '41.08']"
GREENS ,"['53.41', '45.91', '13.70', '60.59']"
LAST_GREENS ,"['7.09', '7.39', '8.41']"
RESULTS:,35.99,45.48,49.50

OFFSETS ,"['25.92', '28.03', '40.43']"
GREENS ,"['25.38', '37.29', '13.70', '60.59']"
LAST_GREENS ,"['35.12', '16.01', '8.41']"
RESULTS:,37.86,30.74,44.67

OFFSETS ,"['26.08', '29.34', '41.02']"
GREENS ,"['41.15', '45.91', '13.71', '60.59']"
LAST_GREENS ,"['19.35', '7.39', '8.41']"
RESULTS:,34.16,44.93,48.00

OFFSETS ,"['25.92', '30.06', '40.41']"
GREENS ,"['40.61', '45.91', '3.40', '55.38']"
LAST_GREENS ,"['19.89', '17.69', '13.62']"
RESULTS:,10.48,9.56,7.67

OFFSETS ,"['26.29', '41.99', '40.41']"
GREENS ,"['43.17', '46.95', '13.36', '60.34']"
LAST_GREENS ,"['17.33', '6.69', '8.66']"
RESULTS:,33.73,43.96,50.00

OFFSETS ,"['25.92', '42.64', '40.41']"
GREENS ,"['4.59', '46.98', '3.48', '60.29']"
LAST_GREENS ,"['55.91', '16.54', '8.71']"
RESULTS:,28.67,24.59,31.00

OFFSETS ,"['25.92', '41.94', '40.41']"
GREENS ,"['58.02', '46.98', '13.59', '55.55']"
LAST_GREENS ,"['2.48', '6.43', '13.45']"
RESULTS:,20.03,37.14,50.00

OFFSETS ,"['56.25', '10.42', '40.12']"
GREENS ,"['59.81', '37.27', '13.78', '38.15']"
LAST_GREENS ,"['0.69', '15.96', '30.85']"
RESULTS:,87.80,53.72,56.33

OFFSETS ,"['25.92', '29.32', '40.41']"
GREENS ,"['40.61', '45.91', '13.70', '55.38']"
LAST_GREENS ,"['19.89', '7.39', '13.62']"
RESULTS:,20.81,35.94,48.50

OFFSETS ,"['25.92', '42.95', '44.22']"
GREENS ,"['41.70', '37.29', '13.77', '40.22']"
LAST_GREENS ,"['18.80', '15.94', '28.78']"
RESULTS:,48.67,33.03,28.67

OFFSETS ,"['25.90', '44.73', '40.46']"
GREENS ,"['41.06', '45.91', '13.70', '55.38']"
LAST_GREENS ,"['19.44', '7.39', '13.62']"
RESULTS:,21.89,35.35,49.00

OFFSETS ,"['43.07', '43.21', '40.29']"
GREENS ,"['42.34', '36.88', '13.73', '47.91']"
LAST_GREENS ,"['18.16', '16.39', '21.09']"
RESULTS:,24.05,17.29,16.00

OFFSETS ,"['25.92', '41.94', '40.41']"
GREENS ,"['58.02', '46.98', '13.28', '55.21']"
LAST_GREENS ,"['2.48', '6.74', '13.79']"
RESULTS:,19.25,37.90,49.50

OFFSETS ,"['26.29', '41.99', '40.41']"
GREENS ,"['43.17', '46.95', '13.47', '55.30']"
LAST_GREENS ,"['17.33', '6.58', '13.70']"
RESULTS:,20.98,35.92,48.50

OFFSETS ,"['25.92', '29.10', '40.50']"
GREENS ,"['50.38', '46.98', '3.48', '55.56']"
LAST_GREENS ,"['10.12', '16.54', '13.44']"
RESULTS:,12.65,11.95,7.67

OFFSETS ,"['25.92', '44.75', '44.28']"
GREENS ,"['24.79', '46.39', '27.71', '55.38']"
LAST_GREENS ,['-1.00']
RESULTS:,10000000.00,10000000.00,10000000.00

OFFSETS ,"['25.92', '41.99', '40.41']"
GREENS ,"['58.02', '46.98', '3.78', '60.64']"
LAST_GREENS ,"['2.48', '16.24', '8.36']"
RESULTS:,26.83,22.69,30.33

OFFSETS ,"['42.96', '29.79', '44.20']"
GREENS ,"['43.20', '36.79', '27.89', '55.32']"
LAST_GREENS ,"['17.30', '2.32', '13.68']"
RESULTS:,21.37,51.23,51.50

OFFSETS ,"['25.91', '44.54', '40.41']"
GREENS ,"['41.06', '45.91', '13.55', '60.40']"
LAST_GREENS ,"['19.44', '7.54', '8.60']"
RESULTS:,36.63,44.90,48.00

OFFSETS ,"['25.64', '29.79', '44.46']"
GREENS ,"['43.31', '36.79', '28.05', '55.56']"
LAST_GREENS ,"['17.19', '2.16', '13.44']"
RESULTS:,17.35,49.81,51.50

OFFSETS ,"['25.92', '30.06', '40.41']"
GREENS ,"['40.61', '45.91', '3.40', '55.38']"
LAST_GREENS ,"['19.89', '17.69', '13.62']"
RESULTS:,10.48,9.56,7.67

OFFSETS ,"['26.30', '41.99', '40.41']"
GREENS ,"['58.02', '46.98', '3.48', '60.29']"
LAST_GREENS ,"['2.48', '16.54', '8.71']"
RESULTS:,23.28,19.85,26.67

OFFSETS ,"['25.92', '30.07', '40.45']"
GREENS ,"['40.61', '37.15', '3.73', '55.38']"
LAST_GREENS ,"['19.89', '26.11', '13.62']"
RESULTS:,14.73,11.61,10.67

OFFSETS ,"['25.92', '41.99', '40.41']"
GREENS ,"['58.02', '46.98', '3.48', '60.29']"
LAST_GREENS ,"['2.48', '16.54', '8.71']"
RESULTS:,26.63,21.96,27.33

OFFSETS ,"['25.92', '41.99', '40.41']"
GREENS ,"['53.33', '46.98', '3.61', '55.44']"
LAST_GREENS ,"['7.17', '16.41', '13.56']"
RESULTS:,11.84,11.13,10.33

OFFSETS ,"['25.92', '41.99', '40.41']"
GREENS ,"['53.34', '37.54', '28.40', '59.22']"
LAST_GREENS ,"['7.16', '1.07', '9.78']"
RESULTS:,34.43,59.52,51.00

OFFSETS ,"['43.24', '29.10', '40.24']"
GREENS ,"['50.28', '46.98', '3.32', '55.32']"
LAST_GREENS ,"['10.22', '16.70', '13.68']"
RESULTS:,10.70,10.22,8.00

OFFSETS ,"['25.92', '30.57', '40.41']"
GREENS ,"['40.61', '45.75', '3.40', '55.38']"
LAST_GREENS ,"['19.89', '17.85', '13.62']"
RESULTS:,9.82,8.94,7.67

OFFSETS ,"['55.04', '42.58', '40.07']"
GREENS ,"['53.40', '36.78', '3.67', '55.52']"
LAST_GREENS ,"['7.10', '26.55', '13.48']"
RESULTS:,15.22,11.83,12.33

OFFSETS ,"['25.92', '41.99', '40.47']"
GREENS ,"['59.66', '47.16', '13.66', '55.44']"
LAST_GREENS ,"['0.84', '6.18', '13.56']"
RESULTS:,19.25,37.90,49.50

OFFSETS ,"['25.92', '41.94', '40.41']"
GREENS ,"['53.19', '45.89', '3.40', '55.38']"
LAST_GREENS ,"['7.31', '17.71', '13.62']"
RESULTS:,10.74,9.88,9.67

OFFSETS ,"['26.29', '41.99', '40.46']"
GREENS ,"['53.34', '46.98', '3.61', '55.44']"
LAST_GREENS ,"['7.16', '16.41', '13.56']"
RESULTS:,13.45,12.39,9.50

OFFSETS ,"['25.92', '30.58', '40.45']"
GREENS ,"['26.45', '36.75', '3.74', '55.37']"
LAST_GREENS ,"['34.05', '26.51', '13.63']"
RESULTS:,14.54,11.35,11.00

OFFSETS ,"['25.92', '41.99', '40.41']"
GREENS ,"['53.34', '46.98', '3.63', '55.44']"
LAST_GREENS ,"['7.16', '16.39', '13.56']"
RESULTS:,11.84,11.13,10.33

OFFSETS ,"['25.92', '30.06', '40.41']"
GREENS ,"['40.32', '46.15', '3.40', '54.13']"
LAST_GREENS ,"['20.18', '17.45', '14.87']"
RESULTS:,11.35,10.57,7.67

OFFSETS ,"['25.92', '30.58', '40.41']"
GREENS ,"['51.46', '45.75', '3.40', '54.12']"
LAST_GREENS ,"['9.04', '17.85', '14.88']"
RESULTS:,10.35,9.42,8.00

OFFSETS ,"['25.92', '30.06', '40.12']"
GREENS ,"['49.75', '45.90', '3.40', '54.19']"
LAST_GREENS ,"['10.75', '17.70', '14.81']"
RESULTS:,10.05,9.16,7.67

OFFSETS ,"['25.92', '29.10', '44.48']"
GREENS ,"['26.01', '46.87', '3.48', '55.50']"
LAST_GREENS ,"['34.49', '16.65', '13.50']"
RESULTS:,10.47,9.83,8.33

OFFSETS ,"['25.92', '30.06', '40.41']"
GREENS ,"['40.61', '45.91', '3.40', '55.38']"
LAST_GREENS ,"['19.89', '17.69', '13.62']"
RESULTS:,10.48,9.56,7.67

OFFSETS ,"['25.92', '30.53', '40.41']"
GREENS ,"['23.02', '46.85', '3.48', '54.12']"
LAST_GREENS ,"['37.48', '16.67', '14.88']"
RESULTS:,11.43,10.59,7.33

OFFSETS ,"['26.25', '30.06', '40.41']"
GREENS ,"['41.84', '45.77', '3.40', '54.12']"
LAST_GREENS ,"['18.66', '17.83', '14.88']"
RESULTS:,9.70,8.76,7.67

OFFSETS ,"['25.92', '28.23', '40.41']"
GREENS ,"['52.19', '46.98', '3.38', '55.60']"
LAST_GREENS ,"['8.31', '16.64', '13.40']"
RESULTS:,10.16,9.37,7.67

OFFSETS ,"['25.92', '30.06', '40.41']"
GREENS ,"['25.38', '45.90', '3.40', '54.12']"
LAST_GREENS ,"['35.12', '17.69', '14.88']"
RESULTS:,9.77,8.77,7.67

OFFSETS ,"['25.92', '30.55', '40.50']"
GREENS ,"['40.92', '46.95', '3.40', '55.38']"
LAST_GREENS ,"['19.58', '16.65', '13.62']"
RESULTS:,11.56,10.76,7.67

OFFSETS ,"['25.88', '30.58', '40.41']"
GREENS ,"['53.34', '45.74', '3.42', '55.38']"
LAST_GREENS ,"['7.16', '17.84', '13.62']"
RESULTS:,9.82,8.94,7.67

OFFSETS ,"['25.92', '30.57', '40.41']"
GREENS ,"['25.38', '45.75', '3.40', '54.12']"
LAST_GREENS ,"['35.12', '17.84', '14.88']"
RESULTS:,10.35,9.42,8.00

OFFSETS ,"['25.92', '30.46', '40.41']"
GREENS ,"['52.61', '46.98', '3.37', '54.17']"
LAST_GREENS ,"['7.89', '16.64', '14.83']"
RESULTS:,10.64,9.66,7.33

OFFSETS ,"['26.26', '30.06', '40.41']"
GREENS ,"['41.85', '45.77', '3.40', '55.32']"
LAST_GREENS ,"['18.65', '17.83', '13.68']"
RESULTS:,10.36,9.37,7.67

OFFSETS ,"['25.92', '28.23', '40.41']"
GREENS ,"['52.15', '47.02', '3.38', '55.60']"
LAST_GREENS ,"['8.35', '16.61', '13.40']"
RESULTS:,10.16,9.37,7.67

OFFSETS ,"['25.92', '29.44', '40.41']"
GREENS ,"['40.61', '45.75', '3.92', '55.38']"
LAST_GREENS ,"['19.89', '17.33', '13.62']"
RESULTS:,10.44,9.58,7.67

OFFSETS ,"['25.92', '29.32', '44.06']"
GREENS ,"['40.61', '45.87', '3.94', '55.38']"
LAST_GREENS ,"['19.89', '17.19', '13.62']"
RESULTS:,11.80,10.98,8.00

OFFSETS ,"['25.92', '30.46', '40.50']"
GREENS ,"['52.66', '46.98', '3.42', '55.38']"
LAST_GREENS ,"['7.84', '16.60', '13.62']"
RESULTS:,10.51,9.67,7.67

OFFSETS ,"['25.92', '30.06', '40.41']"
GREENS ,"['51.24', '45.90', '3.40', '54.12']"
LAST_GREENS ,"['9.26', '17.69', '14.88']"
RESULTS:,9.77,8.77,7.67

OFFSETS ,"['25.88', '30.58', '40.41']"
GREENS ,"['40.87', '45.74', '3.42', '55.38']"
LAST_GREENS ,"['19.63', '17.84', '13.62']"
RESULTS:,9.82,8.94,7.67

OFFSETS ,"['25.92', '27.64', '40.41']"
GREENS ,"['50.71', '46.98', '3.37', '54.17']"
LAST_GREENS ,"['9.79', '16.64', '14.83']"
RESULTS:,12.28,11.55,7.67

OFFSETS ,"['26.63', '43.00', '40.44']"
GREENS ,"['42.34', '45.76', '3.39', '54.12']"
LAST_GREENS ,"['18.16', '17.85', '14.88']"
RESULTS:,9.56,8.61,10.00

OFFSETS ,"['25.92', '30.06', '40.41']"
GREENS ,"['40.53', '45.87', '3.93', '54.12']"
LAST_GREENS ,"['19.97', '17.19', '14.88']"
RESULTS:,9.77,8.77,7.67

OFFSETS ,"['26.29', '30.58', '40.46']"
GREENS ,"['53.34', '45.79', '3.42', '54.11']"
LAST_GREENS ,"['7.16', '17.79', '14.89']"
RESULTS:,9.79,8.80,7.67

OFFSETS ,"['25.89', '30.06', '40.41']"
GREENS ,"['26.42', '45.79', '3.40', '54.10']"
LAST_GREENS ,"['34.08', '17.80', '14.90']"
RESULTS:,9.77,8.77,7.67

OFFSETS ,"['25.60', '42.52', '40.44']"
GREENS ,"['22.73', '45.87', '2.78', '54.12']"
LAST_GREENS ,"['37.77', '18.35', '14.88']"
RESULTS:,9.49,8.70,8.67

OFFSETS ,"['42.87', '43.00', '40.44']"
GREENS ,"['26.28', '45.76', '2.83', '54.12']"
LAST_GREENS ,"['34.22', '18.41', '14.88']"
RESULTS:,8.24,7.68,8.67

OFFSETS ,"['25.92', '29.32', '40.41']"
GREENS ,"['40.58', '46.99', '3.95', '55.45']"
LAST_GREENS ,"['19.92', '16.06', '13.55']"
RESULTS:,10.53,10.35,9.50

OFFSETS ,"['26.25', '30.06', '40.41']"
GREENS ,"['41.08', '45.77', '3.40', '54.12']"
LAST_GREENS ,"['19.42', '17.83', '14.88']"
RESULTS:,9.77,8.77,7.67

OFFSETS ,"['42.06', '30.06', '40.41']"
GREENS ,"['26.19', '45.77', '4.06', '55.42']"
LAST_GREENS ,"['34.31', '17.17', '13.58']"
RESULTS:,10.58,10.19,7.67

OFFSETS ,"['25.60', '42.52', '40.44']"
GREENS ,"['22.73', '45.87', '2.78', '54.12']"
LAST_GREENS ,"['37.77', '18.35', '14.88']"
RESULTS:,9.49,8.70,8.67

OFFSETS ,"['43.66', '43.00', '40.44']"
GREENS ,"['22.73', '45.75', '2.82', '54.12']"
LAST_GREENS ,"['37.77', '18.43', '14.88']"
RESULTS:,8.24,7.60,9.33

OFFSETS ,"['26.06', '30.02', '40.46']"
GREENS ,"['52.09', '45.90', '2.82', '54.12']"
LAST_GREENS ,"['8.41', '18.28', '14.88']"
RESULTS:,9.98,8.86,7.67

OFFSETS ,"['42.54', '43.00', '40.44']"
GREENS ,"['41.93', '45.90', '2.82', '54.12']"
LAST_GREENS ,"['18.57', '18.28', '14.88']"
RESULTS:,8.34,7.68,9.33

OFFSETS ,"['26.25', '29.98', '40.42']"
GREENS ,"['53.40', '45.77', '3.40', '54.13']"
LAST_GREENS ,"['7.10', '17.83', '14.87']"
RESULTS:,9.70,8.76,7.67

OFFSETS ,"['41.86', '29.68', '40.44']"
GREENS ,"['25.87', '45.90', '2.83', '54.12']"
LAST_GREENS ,"['34.63', '18.27', '14.88']"
RESULTS:,9.33,8.49,8.00

OFFSETS ,"['27.27', '42.53', '40.44']"
GREENS ,"['26.28', '45.76', '2.83', '54.12']"
LAST_GREENS ,"['34.22', '18.41', '14.88']"
RESULTS:,9.10,8.46,9.67

OFFSETS ,"['25.92', '28.95', '40.41']"
GREENS ,"['40.93', '45.87', '2.79', '54.17']"
LAST_GREENS ,"['19.57', '18.34', '14.83']"
RESULTS:,9.94,8.77,8.00

OFFSETS ,"['25.61', '42.52', '40.46']"
GREENS ,"['22.73', '45.87', '2.78', '54.12']"
LAST_GREENS ,"['37.77', '18.35', '14.88']"
RESULTS:,9.49,8.70,8.67

OFFSETS ,"['25.92', '29.33', '40.46']"
GREENS ,"['40.57', '45.90', '3.90', '54.17']"
LAST_GREENS ,"['19.93', '17.19', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['25.60', '42.52', '40.44']"
GREENS ,"['22.73', '45.87', '2.78', '54.12']"
LAST_GREENS ,"['37.77', '18.35', '14.88']"
RESULTS:,9.49,8.70,8.67

OFFSETS ,"['25.92', '43.42', '40.41']"
GREENS ,"['22.39', '47.00', '3.61', '55.45']"
LAST_GREENS ,"['38.11', '16.39', '13.55']"
RESULTS:,13.52,13.05,14.00

OFFSETS ,"['25.92', '30.11', '40.41']"
GREENS ,"['37.17', '47.00', '3.57', '55.45']"
LAST_GREENS ,"['23.33', '16.44', '13.55']"
RESULTS:,10.10,9.43,7.33

OFFSETS ,"['25.91', '29.33', '40.44']"
GREENS ,"['40.57', '45.87', '3.90', '54.17']"
LAST_GREENS ,"['19.93', '17.23', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['25.92', '42.62', '40.44']"
GREENS ,"['40.37', '46.98', '3.61', '54.14']"
LAST_GREENS ,"['20.13', '16.41', '14.86']"
RESULTS:,10.80,10.27,9.50

OFFSETS ,"['26.73', '29.37', '40.41']"
GREENS ,"['40.08', '45.87', '3.90', '54.17']"
LAST_GREENS ,"['20.42', '17.23', '14.83']"
RESULTS:,10.96,10.07,8.00

OFFSETS ,"['42.54', '43.00', '40.44']"
GREENS ,"['25.87', '45.90', '2.83', '54.12']"
LAST_GREENS ,"['34.63', '18.27', '14.88']"
RESULTS:,8.24,7.68,8.67

OFFSETS ,"['41.93', '30.06', '40.41']"
GREENS ,"['25.99', '45.77', '2.84', '54.12']"
LAST_GREENS ,"['34.51', '18.39', '14.88']"
RESULTS:,9.26,8.45,7.67

OFFSETS ,"['42.50', '30.06', '40.44']"
GREENS ,"['25.87', '45.91', '2.84', '54.12']"
LAST_GREENS ,"['34.63', '18.26', '14.88']"
RESULTS:,9.56,8.66,7.33

OFFSETS ,"['42.54', '42.88', '40.44']"
GREENS ,"['25.78', '45.90', '2.87', '54.12']"
LAST_GREENS ,"['34.72', '18.23', '14.88']"
RESULTS:,8.24,7.68,8.67

OFFSETS ,"['43.58', '43.00', '40.41']"
GREENS ,"['26.63', '44.42', '3.91', '54.17']"
LAST_GREENS ,"['33.87', '18.67', '14.83']"
RESULTS:,8.76,8.01,10.33

OFFSETS ,"['42.88', '43.00', '40.44']"
GREENS ,"['25.87', '45.90', '2.83', '54.12']"
LAST_GREENS ,"['34.63', '18.27', '14.88']"
RESULTS:,8.24,7.68,8.67

OFFSETS ,"['41.86', '43.42', '40.44']"
GREENS ,"['25.87', '45.90', '2.83', '54.12']"
LAST_GREENS ,"['34.63', '18.27', '14.88']"
RESULTS:,9.36,8.86,9.67

OFFSETS ,"['42.50', '42.53', '40.41']"
GREENS ,"['41.24', '45.90', '2.80', '54.12']"
LAST_GREENS ,"['19.26', '18.30', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['25.92', '29.29', '40.41']"
GREENS ,"['40.57', '45.87', '3.90', '54.17']"
LAST_GREENS ,"['19.93', '17.23', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.50', '30.03', '40.41']"
GREENS ,"['25.99', '45.72', '2.80', '54.13']"
LAST_GREENS ,"['34.51', '18.48', '14.87']"
RESULTS:,9.56,8.66,7.33

OFFSETS ,"['41.91', '41.98', '40.44']"
GREENS ,"['42.34', '45.82', '2.83', '54.12']"
LAST_GREENS ,"['18.16', '18.35', '14.88']"
RESULTS:,8.27,7.69,10.33

OFFSETS ,"['42.52', '30.03', '40.41']"
GREENS ,"['25.99', '45.72', '2.84', '54.13']"
LAST_GREENS ,"['34.51', '18.43', '14.87']"
RESULTS:,9.56,8.66,7.33

OFFSETS ,"['25.92', '29.33', '40.46']"
GREENS ,"['40.57', '45.87', '3.90', '54.17']"
LAST_GREENS ,"['19.93', '17.23', '14.83']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['41.80', '30.04', '40.44']"
GREENS ,"['25.90', '45.75', '2.81', '54.12']"
LAST_GREENS ,"['34.60', '18.44', '14.88']"
RESULTS:,9.26,8.45,7.67

OFFSETS ,"['41.84', '30.49', '40.41']"
GREENS ,"['26.27', '45.93', '2.83', '55.43']"
LAST_GREENS ,"['34.23', '18.25', '13.57']"
RESULTS:,10.05,9.45,8.00

OFFSETS ,"['41.87', '29.43', '40.41']"
